orig_sen_idx	condition	sen	counter_sen	token	full_npi	env	labels
3053	(1, 1, 1)	The drivers who hardly cleaned books in 	The drivers who always cleaned books in 	years	in years	adverbs	downward
25467	(1, 1, 1)	Any ladies who have driven to a lot of museums 	The ladies who have driven to a lot of museums 	yet	yet	quantifier	downward
21528	(1, 1, 1)	Only the woman had criticized art galleries in 	Even the woman had criticized art galleries in 	years	in years	only	downward
7272	(1, 1, 1)	If the woman sees the glasses 	While the woman sees the glasses 	yet	yet	conditional	downward
36988	(1, 1, 1)	A waitress does not explain that the books were winning 	A waitress does really explain that the books were winning 	yet	yet	sentential_negation_biclausal	downward
33794	(0, 1, 1)	The waitresses have said that the dancer was going to cafes in 	The waitresses have wondered whether the dancer was going to the cafes in 	years	in years	questions	upward
26753	(0, 1, 1)	The senator who has gone to many malls at 	Every senator who has gone to many malls at 	all	at all	quantifier	upward
49735	(1, 1, 1)	The waitresses who visited the best grocery store at 	The waitresses who visited the good grocery store at 	all	at all	superlative	downward
9329	(1, 1, 1)	If the actress has forgotten the children in 	While the actress has forgotten the children in 	years	in years	conditional	downward
3668	(1, 1, 1)	A man who had scarcely bought forks in 	A man who had often bought forks in 	years	in years	adverbs	downward
13994	(1, 1, 1)	No driver has said that the patients telephone at 	Some driver has said that the patients telephone at 	all	at all	determiner_negation_biclausal	downward
32326	(0, 1, 1)	The waiters have said that the man talks about the hospitals at 	The waiters have wondered whether the man talks about hospitals at 	all	at all	questions	upward
19110	(1, 1, 1)	Only a girl explained everything at 	Even a girl explained everything at 	all	at all	only	downward
15343	(1, 1, 1)	None of the girls would say that the chairs resemble the hospitals 	Some girls would say that the chairs resemble the hospitals 	either	either	determiner_negation_biclausal	downward
44663	(1, 1, 1)	Has the senator boycotted the restaurants in 	The senator has boycotted the restaurants in 	years	in years	simplequestions	downward
